genes,num_genes,mse
"fcrl6,osbp2,lrrc37a2,sfmbt1,pfn2",5,7.846147618108456
"fcrl6,osbp2,fyn,tmt1a,aifm2",5,7.76886768860494
"fcrl6,osbp2,fyn,tmt1a,mstn",5,7.714929968680945
"fcrl6,osbp2,fyn,tmt1a,sfmbt1",5,7.854729534256141
"fcrl6,osbp2,fyn,tmt1a,pfn2",5,7.823914277171463
"fcrl6,osbp2,fyn,aifm2,mstn",5,7.764780237097637
"fcrl6,osbp2,fyn,aifm2,sfmbt1",5,7.837745631436803
"fcrl6,osbp2,fyn,aifm2,pfn2",5,7.83717476168688
"fcrl6,osbp2,fyn,mstn,sfmbt1",5,7.749462928744012
"fcrl6,osbp2,fyn,mstn,pfn2",5,7.761872686454259
"fcrl6,osbp2,fyn,sfmbt1,pfn2",5,7.866970640971681
"fcrl6,osbp2,tmt1a,aifm2,mstn",5,7.823054434517189
"fcrl6,osbp2,tmt1a,aifm2,sfmbt1",5,7.829476707245049
"fcrl6,osbp2,tmt1a,aifm2,pfn2",5,7.877198866438002
"fcrl6,osbp2,tmt1a,mstn,sfmbt1",5,7.801460928148555
"fcrl6,osbp2,tmt1a,mstn,pfn2",5,7.872740605646629
"fcrl6,osbp2,tmt1a,sfmbt1,pfn2",5,7.908486926701005
"fcrl6,osbp2,aifm2,mstn,sfmbt1",5,7.811063778136861
"fcrl6,osbp2,aifm2,mstn,pfn2",5,7.888404711661149
"fcrl6,osbp2,aifm2,sfmbt1,pfn2",5,7.861033622889188
"fcrl6,osbp2,mstn,sfmbt1,pfn2",5,7.8617082919256625
"fcrl6,bambi,lrrc37a2,fyn,tmt1a",5,7.752860665801498
"fcrl6,bambi,lrrc37a2,fyn,aifm2",5,7.792085822118696
"fcrl6,bambi,lrrc37a2,fyn,mstn",5,7.791552460607071
"fcrl6,bambi,lrrc37a2,fyn,sfmbt1",5,7.868982660527661
"fcrl6,bambi,lrrc37a2,fyn,pfn2",5,7.819242164950267
"fcrl6,bambi,lrrc37a2,tmt1a,aifm2",5,7.706072288512127
"fcrl6,bambi,lrrc37a2,tmt1a,mstn",5,7.74693435153297
"fcrl6,bambi,lrrc37a2,tmt1a,sfmbt1",5,7.738821099284065
"fcrl6,bambi,lrrc37a2,tmt1a,pfn2",5,7.798194981089895
"fcrl6,bambi,lrrc37a2,aifm2,mstn",5,7.779723569920743
"fcrl6,bambi,lrrc37a2,aifm2,sfmbt1",5,7.731571868604342
"fcrl6,bambi,lrrc37a2,aifm2,pfn2",5,7.792771454353908
"fcrl6,bambi,lrrc37a2,mstn,sfmbt1",5,7.733640821413344
"fcrl6,bambi,lrrc37a2,mstn,pfn2",5,7.85001625505079
"fcrl6,bambi,lrrc37a2,sfmbt1,pfn2",5,7.78772575249777
"fcrl6,bambi,fyn,tmt1a,aifm2",5,7.7296058346307674
